file,title,definition,category,sub_category,def_cluster_400
./full_texts/10.1016/B978-0-12-823657-4.00010-5/10.1016_B978-0-12-823657-4.00010-5.json,Placental characteristics in growth-discordant monochorionic twins: A matched case-control study,"digital twin is a virtual model that during its life cycle simulates a physical entity or operation, providing a near real-time connection between both the physical and virtual world",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",271
./full_texts/10.1016/j.pmatsci.2020.100703/10.1016_j.pmatsci.2020.100703.json,Corrigendum to “digital twins-based smart manufacturing system design in industry 4.0: A review’’ [J. Manuf. Syst. 60 (2021) 119–137],"digital twin is a virtual replica of a hardware that has been successfully tested to replicate behavior of the hardware through computer simulations [553,554]",manufacturing and industrial engineering,manufacturing and industrial engineering,342
./full_texts/10.1016/j.iot.2023.100803/10.1016_j.iot.2023.100803.json,Development in mother-infant en face interaction of high-risk newborn infants: A longitudinal follow-up from 0 to 7 months,"digital twin is a compilation of the surrounding environment and simulation of the proposed system that represents real-time, can forecast future conditions, and simultaneously assists in improving decision-making [80]",technology and it,technology and it,280
./full_texts/10.1016/j.procir.2020.04.135/10.1016_j.procir.2020.04.135.json,Optical and digital processing of H.R.T.E.M. images of Si thin films deposited by R.T.C.V.D.,"digital twin is a virtual model for structural life prediction and management [21], as highlighted in Fig 2 below",manufacturing and industrial engineering,"['artificial intelligence', 'machine learning', 'digital twin']",190
./full_texts/10.1016/j.procir.2022.05.071/10.1016_j.procir.2022.05.071.json,A new method for the continuous production of single dosed controlled release matrix systems based on hot-melt extruded starch: Analysis of relevant process parameters and implementation of an in-process control,"Digital Twin is a concept arising within the context of new technologies coping with the general challenges for the producing industry, often referred to as Industry 4.0 [1, 18]",manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'product lifecycle', 'process monitoring', 'predictive maintenance', 'reinforcement learning']",210
./full_texts/10.1016/j.procir.2022.05.071/10.1016_j.procir.2022.05.071.json,A new method for the continuous production of single dosed controlled release matrix systems based on hot-melt extruded starch: Analysis of relevant process parameters and implementation of an in-process control,"Digital Twin is a virtual representation of an object, very often referred to as an asset, enabling it to represent its static and dynamic behavior [20]",manufacturing and industrial engineering,manufacturing and industrial engineering,94
./full_texts/10.1016/j.compind.2023.103900/10.1016_j.compind.2023.103900.json,Project title Digital RF receiver ,digital twin is a centralized and visual asset management system that can enhance operational efficiency by consolidating various information in the digital model,manufacturing and industrial engineering,manufacturing and industrial engineering,265
./full_texts/10.1016/j.oceaneng.2023.116546/10.1016_j.oceaneng.2023.116546.json,Artificial neural networks for speeding-up the experimental calibration of propulsion systems,"digital twin is a dynamic concept that encompasses a digital representation of a physical entity, whether it is an asset, component, system, or process",manufacturing and industrial engineering,['digital twin'],205
./full_texts/10.1016/B978-0-323-90137-6.00012-6/10.1016_B978-0-323-90137-6.00012-6.json,Evaluating spatiotemporal trends in terrestrial mammal abundance using data collected during bird surveys,"digital twin is a virtual model of a process, product, or service, which is pairing the virtual and physical worlds",transportation and automotive industry,transportation and automotive industry,8
./full_texts/10.1016/j.ifacol.2020.12.2829/10.1016_j.ifacol.2020.12.2829.json,11 Advances and trends in power electronics real-time simulation,"Digital Twin is defined as a virtual representation of a physical product, asset, process, or system in a CPS/CPPS, and across its lifecycle, capable of mirroring in real-time its static and dynamic characteristics as a result of a seamless data transmission between its digital replica and physical entity (Saddik, 2018; Ashtari et al., 2019)",manufacturing and industrial engineering,manufacturing and industrial engineering,110
./full_texts/10.1016/j.cor.2020.105183/10.1016_j.cor.2020.105183.json,A constraint multi-objective evolutionary optimization of a state-of-the-art dew point cooler using digital twins,digital twin is a virtual representation that serves as the real-time digital counterpart of a physical object,manufacturing and industrial engineering,manufacturing and industrial engineering,120
./full_texts/10.1016/j.procir.2020.01.070/10.1016_j.procir.2020.01.070.json,3D-printed strong and ductile high-entropy alloys with orientation arranged nanostructure complex,"digital twin is defined as follows: The digital twin is a comprehensive digital representation of an individual product (Haag et al., 2018)",manufacturing and industrial engineering,"['digital twin', 'product lifecycle', 'industrial internet']",223
./full_texts/10.1016/j.procir.2020.01.070/10.1016_j.procir.2020.01.070.json,3D-printed strong and ductile high-entropy alloys with orientation arranged nanostructure complex,"digital twin is a comprehensive digital representation of an individual product (Haag et al., 2018)",manufacturing and industrial engineering,"['digital twin', 'product lifecycle', 'process monitoring']",223
./full_texts/10.1016/j.procs.2022.01.345/10.1016_j.procs.2022.01.345.json,Sustainability communication of tourism cities: A text mining approach,"Digital Twin is a virtual representation of a production system characterized by sensor data, mathematical models and real-time data elaboration to predict and optimize the production systemâ€™s behaviour in real-time",manufacturing and industrial engineering,manufacturing and industrial engineering,381
./full_texts/10.1016/j.procir.2018.03.166/10.1016_j.procir.2018.03.166.json,A framework for assessing social acceptability of industry 4.0 technologies for the development of digital manufacturing,Digital Twin is a virtual model of a physical asset capable of fully mirroring its characteristics and functionalities during its entire lifecycle,manufacturing and industrial engineering,manufacturing and industrial engineering,24
./full_texts/10.1016/j.aei.2023.101982/10.1016_j.aei.2023.101982.json,Characterization of super duplex stainless steel SAF2507 deposited by directed energy deposition,digital twin is a collection of models that holistically represent the physical asset and its environment [31–33],manufacturing and industrial engineering,manufacturing and industrial engineering,389
./full_texts/10.1016/j.aei.2023.101982/10.1016_j.aei.2023.101982.json,Characterization of super duplex stainless steel SAF2507 deposited by directed energy deposition,"digital twin is a collection of all digital representations, data and information about the asset [32]",manufacturing and industrial engineering,"['digital twin', 'product lifecycle']",94
./full_texts/10.1016/j.jii.2021.100282/10.1016_j.jii.2021.100282.json,Social inequality influences the impact of household air pollution on birth outcomes,"digital twin is a replica of a physical entity: through real-time transmission of data, a counterpart of the physical entity exists seamlessly in the virtual world and can be used for various value-adding applications [2]",manufacturing and industrial engineering,manufacturing and industrial engineering,251
./full_texts/10.1016/j.jii.2021.100282/10.1016_j.jii.2021.100282.json,Social inequality influences the impact of household air pollution on birth outcomes,digital twin is a simulated counterpart of the physical process,manufacturing and industrial engineering,"['digital twin', 'product lifecycle']",72
./full_texts/10.1016/j.engfracmech.2019.106674/10.1016_j.engfracmech.2019.106674.json,Implementation strategy of physical entity for manufacturing system digital twin,"digital twin is a holistic term designed to encapsulate the required components of ensuring a high performing, reliable, yet cost effective, structure",manufacturing and industrial engineering,manufacturing and industrial engineering,240
./full_texts/10.1016/j.ijpe.2023.108938/10.1016_j.ijpe.2023.108938.json,Bibliography,digital twin is a knowledge-driven and knowledge-transferring system using human–machine interfaces,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",179
./full_texts/10.1016/j.chroma.2023.464302/10.1016_j.chroma.2023.464302.json,A new genus of giant sooty mould beetles from mid-Cretaceous Burmese amber (Coleoptera: Cyclaxyridae),"digital twins is a crucial direction for the development of biopharmaceuticals, and model-assisted process development and design form the foundation for digital twin implementation",manufacturing and industrial engineering,"['process monitoring', 'product lifecycle']",133
./full_texts/10.1016/B978-0-12-823377-1.50020-3/10.1016_B978-0-12-823377-1.50020-3.json,Valuation of travel time reliability from a GPS-based experimental design,digital twins is a key technology in smart power plants,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'process monitoring']",142
./full_texts/10.1016/j.jmsy.2021.11.018/10.1016_j.jmsy.2021.11.018.json,Abstracts,digital twin is defined as the virtual representation of physical entity evolving through the product life cycle [17],manufacturing and industrial engineering,manufacturing and industrial engineering,18
./full_texts/10.1016/j.aei.2022.101710/10.1016_j.aei.2022.101710.json,"A systematic review of sustainable business models: Opportunities, challenges, and future research directions","digital twin is a digital representation of an asset or system and mimics its real-world behavior with the aim of managing, planning, predicting, and demonstrating current and future construction processes and models via synchronized representations [6,7]",manufacturing and industrial engineering,"['digital twin', 'reinforcement learning']",94
./full_texts/10.1016/j.procir.2023.06.016/10.1016_j.procir.2023.06.016.json,Digital twins to enhance the integration of ergonomics in the workplace design,"Digital Twin is a complex task, but the growing technology creates a bright future (computer capacity, data treatment, storage)",manufacturing and industrial engineering,['digital twin'],348
./full_texts/10.1016/j.agsy.2020.103046/10.1016_j.agsy.2020.103046.json,Effects of lubricating oil on the performance of a semi-hermetic twin screw refrigeration compressor,"Digital Twin is defined as “a computer model that imitates its life cycle and synchronizes with the living plant using examinations by agronomists and data on environmental conditions (weather, soil, etc.)”",agriculture and farm management,agriculture and farm management,224
./full_texts/10.1016/j.agsy.2020.103046/10.1016_j.agsy.2020.103046.json,Effects of lubricating oil on the performance of a semi-hermetic twin screw refrigeration compressor,"Digital Twin is a comprehensive physical and functional description of a component, product or system, which includes more or less all information which could be useful in all—the current and subsequent—lifecycle phases",agriculture and farm management,agriculture and farm management,77
./full_texts/10.1016/j.agsy.2020.103046/10.1016_j.agsy.2020.103046.json,Effects of lubricating oil on the performance of a semi-hermetic twin screw refrigeration compressor,"Digital Twin is a multi-physical, multi-scale and probabilistic simulation model of a complex product",agriculture and farm management,agriculture and farm management,320
./full_texts/10.1016/j.agsy.2020.103046/10.1016_j.agsy.2020.103046.json,Effects of lubricating oil on the performance of a semi-hermetic twin screw refrigeration compressor,Digital Twin is a set of virtual information constructs that fully describes a potential or actual physical manufactured product from the micro atomic level to the macro geometrical level,agriculture and farm management,agriculture and farm management,11
./full_texts/10.1016/j.agsy.2020.103046/10.1016_j.agsy.2020.103046.json,Effects of lubricating oil on the performance of a semi-hermetic twin screw refrigeration compressor,"Digital Twin is a virtual model of a process, product or service",agriculture and farm management,agriculture and farm management,23
./full_texts/10.1016/j.agsy.2020.103046/10.1016_j.agsy.2020.103046.json,Effects of lubricating oil on the performance of a semi-hermetic twin screw refrigeration compressor,Digital Twin is a digital replica of a living or non-living physical entity,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing']",30
./full_texts/10.1016/j.agsy.2020.103046/10.1016_j.agsy.2020.103046.json,Effects of lubricating oil on the performance of a semi-hermetic twin screw refrigeration compressor,Digital Twin is a computer program that takes real-world data about a physical object or system as inputs and produces as outputs predications or simulations of how that physical object or system will be affected by those inputs,agriculture and farm management,agriculture and farm management,96
./full_texts/10.1016/j.agsy.2020.103046/10.1016_j.agsy.2020.103046.json,Effects of lubricating oil on the performance of a semi-hermetic twin screw refrigeration compressor,Digital Twin is a digital equivalent of a real-life object of which it mirrors its behaviour and states over its lifetime in a virtual space,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",10
./full_texts/10.1016/j.agsy.2020.103046/10.1016_j.agsy.2020.103046.json,Effects of lubricating oil on the performance of a semi-hermetic twin screw refrigeration compressor,"Digital Twin is a dynamic representation of a real-life object that mirrors its states and behaviour across its lifecycle and that can be used to monitor, analyze and simulate current and future states of and interventions on these objects, using data integration, artificial intelligence and machine learning.” More specifically, based on literature as listed in Table 3, the following essential characteristics of Digital Twins can be addressed: • Timeliness: a Digital Twin reflects its physical twin in (near) real-time, which means that state changes of the physical object are (immediately) detected and synchronized with its Digital Twin (Verdouw et al., 2015; Durão et al., 2018; Mikell and Clark, 2018; Tao et al., 2018; Knibbe et al., 2019; Park et al., 2019); • Fidelity: the reliability and security of a Digital Twin must be unquestionable, allowing to blindly trust Digital Twins for decision making (Verdouw et al., 2015; Durão et al., 2018; Tao et al., 2018); • Integration: a Digital Twin integrates data from different aspects of the physical object and ensures convergence in a consistent format (Schleich et al., 2017; Kritzinger et al., 2018; Tao et al., 2018; Park et al., 2019); • Intelligence: Digital Twins do not only depict object data, but also include algorithms that describe, analyze or predict the behaviour of their physical twins (Glaessgen and Stargel, 2012; Schleich et al., 2017; Durão et al., 2018; Kritzinger et al., 2018; Knibbe et al., 2019; Park et al., 2019; Shaw and Fruhlinger, 2019); • Complexity: Digital Twins can mirror different types of physical objects, including products, components, living and non-living resources, components and processes (Marr, 2017; Saddik, 2018)",agriculture and farm management,agriculture and farm management,28
./full_texts/10.1016/j.agsy.2020.103046/10.1016_j.agsy.2020.103046.json,Effects of lubricating oil on the performance of a semi-hermetic twin screw refrigeration compressor,Digital Twin is a high-precision and actual heat map of a field,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing']",225
./full_texts/10.1016/j.expneurol.2021.113612/10.1016_j.expneurol.2021.113612.json,Digital twins in smart farming,digital twin is a high-fidelity multiscale computation model composed of numerous subsystems that are described and interconnected via mathematical relationships,manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'product lifecycle', 'additive manufacturing', 'predictive maintenance']",195
./full_texts/10.1016/j.jobe.2023.106735/10.1016_j.jobe.2023.106735.json,Estimating soil organic carbon and nitrogen stock based on high-resolution soil databases in a subtropical agricultural area of China,"digital twin is a digitized virtual representation of physical objects, products or systems, which is a novel approach to process and carry out the huge amount of data within the digital platform [121,122]",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",229
./full_texts/10.1016/j.promfg.2018.06.075/10.1016_j.promfg.2018.06.075.json,Design of cañihua-rice: Development and characterization of an analogue of rice by warm-extrusion of cañihua (Chenopodium pallidicaule Aellen) and rice (Oryza sativa) flours,Digital Twin is a dynamic digital representation of an industrial asset that enables companies to better understand and predict the performance of their machines and find new revenue streams [3],manufacturing and industrial engineering,manufacturing and industrial engineering,97
./full_texts/10.1016/j.procir.2023.03.139/10.1016_j.procir.2023.03.139.json,Water quality modelling of the Mekong River basin: Climate change and socioeconomics drive flow and nutrient flux changes to the Mekong Delta,digital twin is a digital representation that sufficiently meets the requirements of a set of use cases,manufacturing and industrial engineering,manufacturing and industrial engineering,78
./full_texts/10.1016/j.procir.2023.03.139/10.1016_j.procir.2023.03.139.json,Water quality modelling of the Mekong River basin: Climate change and socioeconomics drive flow and nutrient flux changes to the Mekong Delta,digital twin is a use case-specific digital representation,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing']",26
./full_texts/10.1016/j.biotechadv.2022.108015/10.1016_j.biotechadv.2022.108015.json,Chapter 22 Digital Features,"digital twin is a mathematical representation of the physical process, such as a spatially and biologically segregated model which represents a high-fidelity dynamic model",manufacturing and industrial engineering,manufacturing and industrial engineering,195
./full_texts/10.1016/j.sciaf.2023.e01821/10.1016_j.sciaf.2023.e01821.json,Exploring the notion of situation for responsive manufacturing systems specification issues,Digital Twin is a virtual representation of a physical product or business process containing all information about the said ones [7],supply chain and logistics,supply chain and logistics,18
./full_texts/10.1016/j.cirpj.2022.06.004/10.1016_j.cirpj.2022.06.004.json,Situational Risk Assessment Design for Autonomous Mobile Robots,digital twin is a virtual representation of an asset and like a monozygotic twin it shows the same behaviour and development as the asset.” [37] “Digital Twin (DT) is the combination of logically integrated models of a physical asset to give useful insights using data associated with those models.” [43] Table 8 Communication protocols in the network architecture for the DT,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",369
./full_texts/10.1016/B978-0-08-103007-3.00009-4/10.1016_B978-0-08-103007-3.00009-4.json,Editorial Board,"Digital twin is defined as a “dynamic virtual representation of a physical object or system across its lifecycle, using real-time data to enable understanding, learning and reasoning.” An example of this is the ReliaBlade project (Branner and Sayer, 2019; Sayer et al., 2020) which contributes to digitalizing the wind energy industry through the application of a digital twin for each blade",manufacturing and industrial engineering,[],384
./full_texts/10.1016/j.techfore.2021.121448/10.1016_j.techfore.2021.121448.json,"Aztec provincial administration at Cuetlaxtlan, Veracruz","digital twin is a virtual model and comprehensive depiction of the system used to understand the performance parameters, ameliorate processes, and effectively enhance value-added activities (Park et al., 2019; Rezaei et al., 2019)",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",356
./full_texts/10.1016/j.techfore.2021.121448/10.1016_j.techfore.2021.121448.json,"Aztec provincial administration at Cuetlaxtlan, Veracruz","digital twin is a digital counterpart of the physical systems based on a simulation that deals with design systems and optimizes them for improved efficiency (Guo et al., 2019)",manufacturing and industrial engineering,manufacturing and industrial engineering,45
./full_texts/10.1016/j.techfore.2021.121448/10.1016_j.techfore.2021.121448.json,"Aztec provincial administration at Cuetlaxtlan, Veracruz","digital twin is a centralized system and lacks trusted data provenance, audit, and traceability (Hasan et al., 2020)",manufacturing and industrial engineering,manufacturing and industrial engineering,153
./full_texts/10.1016/j.techfore.2021.121448/10.1016_j.techfore.2021.121448.json,"Aztec provincial administration at Cuetlaxtlan, Veracruz",digital twin is a data-intensive activity that requires significant computing and storage facilities,manufacturing and industrial engineering,manufacturing and industrial engineering,143
./full_texts/10.1016/j.autcon.2022.104192/10.1016_j.autcon.2022.104192.json,How Might We Help Designers Understand Systems?,"digital twin is a realization of the cyber-physical system for visualization, modeling, simulation, analyzing, predicting, and optimizing which incorporates three components: the physical entity, virtual entity, and the connection of data to form a practical loop [155]",construction and infrastructure,construction and infrastructure,57
./full_texts/10.1016/j.matpr.2022.09.574/10.1016_j.matpr.2022.09.574.json,Chapter 3 The Wonders of Gene Technology,digital twin is a digital replica of a process or service which is so accurate that it is often used as basis for taking decisions,manufacturing and industrial engineering,['digital twin'],90
./full_texts/10.1016/j.energy.2020.119712/10.1016_j.energy.2020.119712.json,A matrix analytic approach for Bayesian network modeling and inference of a manufacturing system,digital twin is a virtual model that corresponds to physical entities in the real world,manufacturing and industrial engineering,"['digital twin', 'product lifecycle']",91
./full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,Index,digital twin is a living model that drives a business outcome [4],technology and it,technology and it,256
./full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,Index,"digital twin is a virtual representation of a physical object or system across its lifecycle, using real-time data to enable understanding, learning and reasoning [5]",technology and it,technology and it,277
./full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,Index,"digital twin is a virtual model of a process, product, production asset or service",technology and it,technology and it,23
./full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,Index,"digital twin is a virtual representation of a physical product or process, used to understand and predict the physical counterpart's performance characteristics [7]",technology and it,technology and it,18
./full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,Index,digital twin is a near-real-time digital image of a physical object or process that helps optimize business performance [9],manufacturing and industrial engineering,manufacturing and industrial engineering,75
./full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,Index,digital twin is a set of virtual information constructs that fully describes a potential or actual physical manufactured product from the micro (atomic level) to the macro (geometrical level) [10],technology and it,technology and it,11
./full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,Index,digital Twin is a virtual representation of any living or non-living entity [1],technology and it,technology and it,30
./full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,Index,"digital twin is a virtual representation of real-world entities and processes, synchronized at a specified frequency and fidelity [11]",technology and it,technology and it,52
./full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,Index,digital twin is a digital representation of a real-world entity or system,technology and it,technology and it,375
./full_texts/10.1016/j.tele.2023.102032/10.1016_j.tele.2023.102032.json,Photogrammetric processing of rover imagery of the 2003 Mars Exploration Rover mission,"digital twin is a simulation that represents the city or entity at a particular point in time (Hämäläinen, 2021)",manufacturing and industrial engineering,[],299
./full_texts/10.1016/j.ifacol.2018.08.474/10.1016_j.ifacol.2018.08.474.json,Biochemical Markers for the Prediction of Preterm Delivery ,"Digital Twin is a frequently used term, which is applied diversely along the different disciplines",manufacturing and industrial engineering,"['digital twin', 'digital model', 'digital shadow']",53
./full_texts/10.1016/j.autcon.2023.105212/10.1016_j.autcon.2023.105212.json,Digital Twin in manufacturing: A categorical literature review and classification,"digital twin is a virtual representation of a physical object, system, or process that allows for monitoring, simulation, and analysis",construction and infrastructure,construction and infrastructure,14
./full_texts/10.1016/j.smse.2023.100017/10.1016_j.smse.2023.100017.json,"Digital technologies in architecture, engineering, and construction","digital twin is a virtual representation of a physical system or process that allows for real-time monitoring, analysis, and optimization",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'product lifecycle', 'predictive maintenance']",14
./full_texts/10.1016/j.smse.2023.100017/10.1016_j.smse.2023.100017.json,"Digital technologies in architecture, engineering, and construction",digital twin is a critical component of future technology that will have an impact on several global sectors [5],manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'artificial intelligence', 'product lifecycle', 'predictive maintenance']",215
./full_texts/10.1016/j.smse.2023.100017/10.1016_j.smse.2023.100017.json,"Digital technologies in architecture, engineering, and construction",digital twin is a powerful tool for optimizing the manufacturing process,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'product lifecycle', 'predictive maintenance']",27
./full_texts/10.1016/j.smse.2023.100017/10.1016_j.smse.2023.100017.json,"Digital technologies in architecture, engineering, and construction",digital twin is a virtual replica of a physical object or system that can be used to simulate and analyze its behavior in real-time,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'product lifecycle', 'predictive maintenance']",105
./full_texts/10.1016/j.smse.2023.100017/10.1016_j.smse.2023.100017.json,"Digital technologies in architecture, engineering, and construction",digital twin is a powerful tool for optimizing the manufacturing process and improving product quality,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance']",27
./full_texts/10.1016/j.smse.2023.100017/10.1016_j.smse.2023.100017.json,"Digital technologies in architecture, engineering, and construction","digital twin is a powerful tool for improving the efficiency, reliability, and performance of telecom networks, and is likely to play an increasingly important role as the telecom industry continues to evolve and expand",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",262
./full_texts/10.1016/j.smse.2023.100017/10.1016_j.smse.2023.100017.json,"Digital technologies in architecture, engineering, and construction","Digital twin is a virtual simulation of a physical system or process, which is used to monitor, control, and optimize its real-world counterpart",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",12
./full_texts/10.1016/j.rcim.2023.102545/10.1016_j.rcim.2023.102545.json,Clearing function-based simulation optimization for release planning under digital twin wafer fabs,"digital twin is a virtual representation of an asset in the physical world with sufficient accuracy and in (near) real-time [7,8]",manufacturing and industrial engineering,"['digital twin', 'artificial intelligence', 'machine learning', 'predictive maintenance', 'process monitoring', 'reinforcement learning']",29
./full_texts/10.1016/B978-0-323-98826-1.00005-3/10.1016_B978-0-323-98826-1.00005-3.json,"Digital Transformation of Cancer Care in the Era of Big Data, Artificial Intelligence and Data-Driven Interventions: Navigating the Field","digital twin is a virtual environment designed to accurately reflect physical objects such as people, devices, processes, to complex environments, such as buildings that help to make model-driven decisions",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",91
./full_texts/10.1016/B978-0-323-98826-1.00005-3/10.1016_B978-0-323-98826-1.00005-3.json,"Digital Transformation of Cancer Care in the Era of Big Data, Artificial Intelligence and Data-Driven Interventions: Navigating the Field","digital twin is a virtual representation of a physical asset in a CPS, capable of reflecting its static and dynamic characteristics",manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'product lifecycle', 'additive manufacturing', 'predictive maintenance', 'edge computing']",110
./full_texts/10.1016/j.procir.2018.03.103/10.1016_j.procir.2018.03.103.json,Application of state estimation to the monitoring of multiple components in non-linear electro-mechanical systems,digital twin is a systematic model with rank going forward step by step,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",41
./full_texts/10.1016/j.psep.2023.03.001/10.1016_j.psep.2023.03.001.json,6 Age-related bone loss and osteoporosis,"digital twin is a complete digital mapping of physical space to virtual space, where physical space is an integrated system including equipment, control system and network communication",manufacturing and industrial engineering,"['digital twin', 'process monitoring']",122
./full_texts/10.1016/j.buildenv.2023.110802/10.1016_j.buildenv.2023.110802.json,References,"Digital twins is a technology that creates visual and digital models of physical objects, using real-time sensory data to adapt continuously and dynamically to changes in the corresponding physical objects [9], enabling virtual analysis and testing to accurately predict the possible outcomes of physical intervention",manufacturing and industrial engineering,['digital twin'],254
./full_texts/10.1016/B978-0-323-99205-3.00011-0/10.1016_B978-0-323-99205-3.00011-0.json,"Supporting food systems transformation: The what, why, who, where and how of mission-oriented agricultural innovation systems",Digital Twin is a computerized model of a physical device or system that represents all functional features and links with the working elements.” c,manufacturing and industrial engineering,manufacturing and industrial engineering,73
./full_texts/10.1016/B978-0-323-99205-3.00011-0/10.1016_B978-0-323-99205-3.00011-0.json,"Supporting food systems transformation: The what, why, who, where and how of mission-oriented agricultural innovation systems",Digital Twin is a set of virtual information that fully describes a potential or actual physical production from the micro atomic level to the macro geometrical level.” d,manufacturing and industrial engineering,manufacturing and industrial engineering,11
./full_texts/10.1016/B978-0-323-99205-3.00011-0/10.1016_B978-0-323-99205-3.00011-0.json,"Supporting food systems transformation: The what, why, who, where and how of mission-oriented agricultural innovation systems","Digital Twin is a virtual instance of a physical system (twin) that is continually updated with the latter’s performance, maintenance, and health status data throughout the physical system’s life cycle.” The idea of digital twinning is actually not new",manufacturing and industrial engineering,manufacturing and industrial engineering,13
./full_texts/10.1016/j.yofte.2023.103243/10.1016_j.yofte.2023.103243.json,"Twin-spray flame atomic-absorption spectrometric determination of antimony, bismuth and mercury in geochemical samples",digital twin is a software emulation of a specific physical system that enables control algorithms to be tested before deployment,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning']",380
./full_texts/10.1016/B978-0-443-18498-7.00002-8/10.1016_B978-0-443-18498-7.00002-8.json,Droplet digital PCR for rapid enumeration of viral genomes and particles from cells and animals infected with orthopoxviruses,digital twin is a form of AI that monitors every aspect of a real system,manufacturing and industrial engineering,manufacturing and industrial engineering,261
./full_texts/10.1016/j.procs.2022.09.422/10.1016_j.procs.2022.09.422.json,Examining the influence of stacking fault width on deformation twinning in an austenitic stainless steel,"Digital Twin is a mirror image of a physical process that is articulated alongside the process in question, usually matching exactly the operation of the physical process which takes place in real time [2]",transportation and automotive industry,transportation and automotive industry,284
./full_texts/10.1016/B978-0-323-99205-3.00013-4/10.1016_B978-0-323-99205-3.00013-4.json,Intelligent wireless sensing driven metaverse: A survey,digital twin is a digital replica of a physical entity [2],manufacturing and industrial engineering,manufacturing and industrial engineering,251
