file,title,defs,eid,dc:description,openArchiveArticle,prism:coverDate,openaccessUserLicense,prism:aggregationType,prism:url,dc:creator,link,prism:isbn,dc:format,openaccessType,pii,prism:publisher,dc:title,prism:copyright,openaccess,dcterms:isPartOf,dcterms:subject,openaccessArticle,prism:publicationName,openaccessSponsorType,prism:pageRange,prism:endingPage,pubType,prism:coverDisplayDate,prism:doi,prism:startingPage,dc:identifier,openaccessSponsorName,prism:issn,prism:volume,prism:issueIdentifier,prism:number,prism:issueName,articleNumber,prism:edition
../full_texts/10.1016/j.aei.2020.101225/10.1016_j.aei.2020.101225.json,unkonwn,digital twin is a digital simulator or digital replica of a real IEEE 1451 smart sensor\u201d [24],1-s2.0-S1474034620301944,"Recent findings have shown that Digital Twin served multiple constituencies. However, the dilemma between the scope and scale needs a sophisticated reference architecture, a right set of technologies, and a suitable business model. Most studies in the Digital Twin field have only focused on manufacturing and proposed explicit frameworks and architecture, which faced challenges to support different integration levels through an agile process. Besides, no known empirical research has focused on exploring relationships between Digital Twin and mass individualization. Therefore, the principal objective of this study was to identify suitable Industry 4.0 technologies and a holistic reference architecture model to accomplish the most challenging Digital Twin enabled applications. In this study, a Digital Twin reference architecture was developed and applied in an industrial case. Also, Digital Twin as a Service (DTaaS) paradigm utilized for the digital transformation of unique wetlands with considerable advantages, including smart scheduled maintenance, real-time monitoring, remote controlling, and predicting functionalities. The findings indicate that there is a significant relationship between Digital Twin capabilities as a service and mass individualization.",false,2021-01-31,,Journal,https://api.elsevier.com/content/article/pii/S1474034620301944,"[{'@_fa': 'true', '$': 'Aheleroff, Shohin'}, {'@_fa': 'true', '$': 'Xu, Xun'}, {'@_fa': 'true', '$': 'Zhong, Ray Y.'}, {'@_fa': 'true', '$': 'Lu, Yuqian'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1474034620301944'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1474034620301944'}]",,application/json,,S1474-0346(20)30194-4,Elsevier Ltd.,Digital Twin as a Service (DTaaS) in Industry 4.0: An Architecture Reference Model,© 2020 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Digital Twin'}, {'@_fa': 'true', '$': 'Internet of things'}, {'@_fa': 'true', '$': 'Augmented reality'}, {'@_fa': 'true', '$': 'Cloud computing'}, {'@_fa': 'true', '$': 'Industry 4.0'}, {'@_fa': 'true', '$': 'Reference architecture model'}]",false,Advanced Engineering Informatics,,101225,,fla,January 2021,10.1016/j.aei.2020.101225,101225,doi:10.1016/j.aei.2020.101225,,14740346,47,,,,101225,
../full_texts/10.1016/j.aei.2020.101225/10.1016_j.aei.2020.101225.json,unkonwn,Digital Twin is characterized by rapid development with the ability to make exclusive changes to and from a digital representation of a real thing,1-s2.0-S1474034620301944,"Recent findings have shown that Digital Twin served multiple constituencies. However, the dilemma between the scope and scale needs a sophisticated reference architecture, a right set of technologies, and a suitable business model. Most studies in the Digital Twin field have only focused on manufacturing and proposed explicit frameworks and architecture, which faced challenges to support different integration levels through an agile process. Besides, no known empirical research has focused on exploring relationships between Digital Twin and mass individualization. Therefore, the principal objective of this study was to identify suitable Industry 4.0 technologies and a holistic reference architecture model to accomplish the most challenging Digital Twin enabled applications. In this study, a Digital Twin reference architecture was developed and applied in an industrial case. Also, Digital Twin as a Service (DTaaS) paradigm utilized for the digital transformation of unique wetlands with considerable advantages, including smart scheduled maintenance, real-time monitoring, remote controlling, and predicting functionalities. The findings indicate that there is a significant relationship between Digital Twin capabilities as a service and mass individualization.",false,2021-01-31,,Journal,https://api.elsevier.com/content/article/pii/S1474034620301944,"[{'@_fa': 'true', '$': 'Aheleroff, Shohin'}, {'@_fa': 'true', '$': 'Xu, Xun'}, {'@_fa': 'true', '$': 'Zhong, Ray Y.'}, {'@_fa': 'true', '$': 'Lu, Yuqian'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1474034620301944'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1474034620301944'}]",,application/json,,S1474-0346(20)30194-4,Elsevier Ltd.,Digital Twin as a Service (DTaaS) in Industry 4.0: An Architecture Reference Model,© 2020 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Digital Twin'}, {'@_fa': 'true', '$': 'Internet of things'}, {'@_fa': 'true', '$': 'Augmented reality'}, {'@_fa': 'true', '$': 'Cloud computing'}, {'@_fa': 'true', '$': 'Industry 4.0'}, {'@_fa': 'true', '$': 'Reference architecture model'}]",false,Advanced Engineering Informatics,,101225,,fla,January 2021,10.1016/j.aei.2020.101225,101225,doi:10.1016/j.aei.2020.101225,,14740346,47,,,,101225,
../full_texts/10.1016/j.apgeochem.2021.105028/10.1016_j.apgeochem.2021.105028.json,unkonwn,digital twins is a challenging task,1-s2.0-S0883292721001608,"Conventional and unconventional hydrocarbon rocks have complicated pore structures with heterogeneities distributed over various length scales (from nanometre to centimetre or even larger scales). Effective characterization of the properties of such rocks based on their digital twins is a challenging task. Digital rock physics (DRP) can be used to quantify the structural and morphological parameters of rocks directly and predict flow transport properties at the pore scale. Digital rock chemistry (DRC) or biology (DRB) applies when the changes in pore structures are due to interaction with solutes or microbial activities. Fluid–rock interactions or microbial activities complicate fluid flow by introducing new heterogeneities at the pore scale. DRP/DRC/DRB modelling approaches can achieve an understanding of spatiotemporal porosity/permeability relationships that develop at the pore scale during reactive flow or microbial activities. There has recently been a surge in publications on the modelling of pore-scale models. However, this approach has many challenges, from theoretical issues such as how best to combine rock properties at different resolutions to technical challenges such as performing simulations using pore-scale models that contain too many pores and throats. Multiscale pore modelling approaches are generally categorized using the number of scales represented, the minimum being a dual-scale pore model, in which both void and porous voxels (e.g., unresolved pores) are modelled simultaneously. Two common approaches that can be implemented to predict rocks' behaviour across different scales are direct numerical simulation (DNS) and pore network model (PNM). Multiscale PNMs received more attention because of their ability to model a wide pore size distribution at various scales, while multiscale DNS requires resource-demanding Navier-Stokes-Brinkman models in GB voxel space. An overview of the recent progress and challenges involved in modelling digital rock physics, chemistry, and biology of multiscale systems is presented here.",false,2021-08-31,,Journal,https://api.elsevier.com/content/article/pii/S0883292721001608,"[{'@_fa': 'true', '$': 'Sadeghnejad, Saeid'}, {'@_fa': 'true', '$': 'Enzmann, Frieder'}, {'@_fa': 'true', '$': 'Kersten, Michael'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0883292721001608'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0883292721001608'}]",,application/json,,S0883-2927(21)00160-8,Elsevier Ltd.,"Digital rock physics, chemistry, and biology: challenges and prospects of pore-scale modelling approach",© 2021 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Pore-scale modelling'}, {'@_fa': 'true', '$': 'Multiscale'}, {'@_fa': 'true', '$': 'Digital rock physics'}, {'@_fa': 'true', '$': 'Digital rock chemistry'}, {'@_fa': 'true', '$': 'Digital rock biology'}]",false,Applied Geochemistry,,105028,,fla,August 2021,10.1016/j.apgeochem.2021.105028,105028,doi:10.1016/j.apgeochem.2021.105028,,08832927,131,,,,105028,
../full_texts/10.1016/j.jobe.2023.108283/10.1016_j.jobe.2023.108283.json,unkonwn,Digital twins is a technology that uses real-time sensory data to create visual and digital models of physical objects to reflect and adapt to the continuous and dynamical changes in corresponding physical objects [2],1-s2.0-S235271022302466X,"Excessive temperatures can result in the collapse of structural components, cracking, scaling, and condensation in heritage building structures. Numerous unregenerated residential heritage buildings use portable heaters to adjust the indoor temperature for the comfort of occupants. However, research on the impact of heaters on the preservation of heritage buildings is limited. This paper proposes a novel and systematic approach based on digital twin technology to improve thermal performance effectively in unregenerated heritage buildings by arranging the locations and settings of heaters for improving building preservation. This research extended the functionality of heritage building information modeling (HBIM) to support simulations and decision-making to improve the thermal performance for heritage building preservation. An approach was proposed to address the lack of information by integrating documents, information, and graphics into an HBIM model for heritage building preservation. The digital model process based on HBIM presented in this study can be an effective 3D model for computational fluid dynamics (CFD) simulations. To investigate the impact of the heater on heritage building deformation, a novel method was developed to couple CFD and structural simulation to analyze the thermal performance and building deformation of heritage buildings. The heritage building deformation resulting from the heaters’ power setting and location was identified and quantified. In addition, using the proposed digital twin platform, heaters were controlled automatically. The thermal performance, building cracking and deformation were monitored and recorded automatically along the lifecycle. The improved heater location reduced the maximum total deformation of the heritage building body by at least 62.9 %.",false,2024-04-01,,Journal,https://api.elsevier.com/content/article/pii/S235271022302466X,"[{'@_fa': 'true', '$': 'Cheng, Jack C.P.'}, {'@_fa': 'true', '$': 'Zhang, Jiaying'}, {'@_fa': 'true', '$': 'Kwok, Helen H.L.'}, {'@_fa': 'true', '$': 'Tong, Jimmy C.K.'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S235271022302466X'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S235271022302466X'}]",,application/json,,S2352-7102(23)02466-X,Elsevier Ltd.,Thermal performance improvement for residential heritage building preservation based on digital twins,© 2023 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Heritage building preservation'}, {'@_fa': 'true', '$': 'Coupled CFD'}, {'@_fa': 'true', '$': 'HBIM'}, {'@_fa': 'true', '$': 'Digital twins'}, {'@_fa': 'true', '$': 'Thermal performance'}, {'@_fa': 'true', '$': 'Deformation and structural simulation'}]",false,Journal of Building Engineering,,108283,,fla,1 April 2024,10.1016/j.jobe.2023.108283,108283,doi:10.1016/j.jobe.2023.108283,,23527102,82,,,,108283,
../full_texts/10.1016/j.aei.2023.102310/10.1016_j.aei.2023.102310.json,unkonwn,"digital twin is a virtual replica of the physical object created through advanced data analytics, simulation, and modeling techniques",1-s2.0-S147403462300438X,"Aging tower cranes face an elevated risk of failure, primarily due to structural fatigue and deterioration. Surprisingly, the degradation of aging-induced lifting capacity (LC) remains an unexplored domain. In response to this research gap, this paper introduces a digital twin-driven (DTD) framework and model to predict the degraded LC of aging tower cranes. This framework combines theoretical and numerical analysis of fatigue and degradation behavior in tower cranes with real-time vibration data obtained during cyclic load scenarios on the actual cranes. Machine learning (ML) techniques are employed to develop a model that accurately predicts the degraded LC caused by aging. A scaled-down tower crane prototype is adopted as a demonstrative case to illustrate the feasibility and effectiveness of the DTD framework. The DTD model predicts the degraded LC of the prototype with high accuracy, achieving a mean-square error (MSE) of 0.2253 and a coefficient of determination (R2) of 0.9973. The predicted degraded load charts of the tested tower crane for each decade of usage from 0 to 70 years are also presented to assist crane operators in applying safe loads, preventing unexpected failures and damages, and enhancing workplace monitoring and safety. This study helps monitor the safety conditions of tower cranes that are aging and susceptible to structural fatigue and deterioration, facilitates the prediction of the deterioration of complex machines and systems in the construction industry with real-time data, and highlights the potential of DTD approaches in improving efficiency, safety, and decision-making.",false,2024-01-31,,Journal,https://api.elsevier.com/content/article/pii/S147403462300438X,"[{'@_fa': 'true', '$': 'Hussain, Mudasir'}, {'@_fa': 'true', '$': 'Ye, Zhongnan'}, {'@_fa': 'true', '$': 'Chi, Hung-Lin'}, {'@_fa': 'true', '$': 'Hsu, Shu-Chien'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S147403462300438X'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S147403462300438X'}]",,application/json,,S1474-0346(23)00438-X,Elsevier Ltd.,Predicting degraded lifting capacity of aging tower cranes: A digital twin-driven approach,© 2023 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Tower crane'}, {'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Lifting capacity'}, {'@_fa': 'true', '$': 'Safety monitoring'}, {'@_fa': 'true', '$': 'IoT system'}]",false,Advanced Engineering Informatics,,102310,,fla,January 2024,10.1016/j.aei.2023.102310,102310,doi:10.1016/j.aei.2023.102310,,14740346,59,,,,102310,
../full_texts/10.1016/j.autcon.2021.103689/10.1016_j.autcon.2021.103689.json,unkonwn,"digital twin is a BIM model without any abstractions, i.e., a copy of reality and this implies that each software that handles the digital twin has to implement the \u201csemantics of everything\u201d",1-s2.0-S0926580521001400,"Data exchange and management methods are of paramount importance in areas as complex as the Architecture, Engineering and Construction industries and Facility Management. For example, Big Open BIM requires seamless information flow among an arbitrary number of applications. The backbone of such information flow is a robust integration, whose tasks include overcoming technological as well as semantic and pragmatic gaps and conflicts both within and between data models. In this work, we introduce a method for integrating the pragmatics at design-time and the semantics of independent applications at run-time into so-called “integration facades”. We utilize Model-driven Engineering for the automatic discovery of functionalities and data models, and for finding a user-guided consensus. We present a case study involving the domains of architecture, building physics and structural engineering for evaluating our approach in object-oriented as well as data-oriented programming environments. The results produce, for each scenario, a single integration facade that acts as a single source of truth in the data exchange process.",false,2021-08-31,http://creativecommons.org/licenses/by/4.0/,Journal,https://api.elsevier.com/content/article/pii/S0926580521001400,"[{'@_fa': 'true', '$': 'Paskaleva, Galina'}, {'@_fa': 'true', '$': 'Mazak-Huemer, Alexandra'}, {'@_fa': 'true', '$': 'Wimmer, Manuel'}, {'@_fa': 'true', '$': 'Bednar, Thomas'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0926580521001400'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0926580521001400'}]",,application/json,Full,S0926-5805(21)00140-0,The Author(s). Published by Elsevier B.V.,Leveraging integration facades for model-based tool interoperability,© 2021 The Author(s). Published by Elsevier B.V.,1,,"[{'@_fa': 'true', '$': 'MDE'}, {'@_fa': 'true', '$': 'Data exchange'}, {'@_fa': 'true', '$': 'Big Open BIM'}, {'@_fa': 'true', '$': 'Semantic integration'}, {'@_fa': 'true', '$': 'Pragmatic integration'}, {'@_fa': 'true', '$': 'Heterogeneity'}]",true,Automation in Construction,FundingBody,103689,,fla,August 2021,10.1016/j.autcon.2021.103689,103689,doi:10.1016/j.autcon.2021.103689,Austria Institutes,09265805,128,,,,103689,
../full_texts/10.1016/j.promfg.2018.12.033/10.1016_j.promfg.2018.12.033.json,unkonwn,"Digital Twin is a coupled model of a real system, that is stored in a cloud platform and represents its status based on data analysis and physical sensory information [8]",1-s2.0-S2351978918313763,"Manufacturing companies are experiencing the fourth industrial revolution characterised by the introduction of new technologies into production equipment, such as the Cyber Physical Systems and the Digital Twin simulations. Companies are then challenged by the digitization of products and production systems information, which leads to new potentials for digital continuity – i.e. information available and continuously updated for the decision makers – along the lifecycles. A semantic data model, that structures and stores physical and operational data from the field, can support the digital continuity to be used in production system simulations in a Digital Twin paradigm. This work proposes to model specific aspects and behaviours of the production system separately from the core simulation, in order to flexibly decide whether to activate the replica of the specific behaviours only when needed. The modules interact with the main simulation run through standard interfaces, allowing an easy reusability of the single modules also in different simulation environments.",false,2019-12-31,http://creativecommons.org/licenses/by-nc-nd/4.0/,Journal,https://api.elsevier.com/content/article/pii/S2351978918313763,"[{'@_fa': 'true', '$': 'Negri, Elisa'}, {'@_fa': 'true', '$': 'Fumagalli, Luca'}, {'@_fa': 'true', '$': 'Cimino, Chiara'}, {'@_fa': 'true', '$': 'Macchi, Marco'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2351978918313763'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2351978918313763'}]",,application/json,Full,S2351-9789(18)31376-3,The Author(s). Published by Elsevier B.V.,FMU-supported simulation for CPS Digital Twin,© 2018 The Author(s). Published by Elsevier B.V.,1,,"[{'@_fa': 'true', '$': 'Digital Twin'}, {'@_fa': 'true', '$': 'Cyber Physical Systems'}, {'@_fa': 'true', '$': 'FMU'}, {'@_fa': 'true', '$': 'simulation'}, {'@_fa': 'true', '$': 'Ontology'}, {'@_fa': 'true', '$': 'Industry 4.0'}]",true,Procedia Manufacturing,ElsevierWaived,201-206,206,fla,2019,10.1016/j.promfg.2018.12.033,201,doi:10.1016/j.promfg.2018.12.033,,23519789,28,,,"7th International conference on Changeable, Agile, Reconfigurable and Virtual Production (CARV2018)",,
../full_texts/10.1016/j.tifs.2021.12.006/10.1016_j.tifs.2021.12.006.json,unkonwn,digital twins can be defined as a virtual representation of meat to capture the degradation of the meat itself and the heat transfer and mass transfer kinetics process related to the surrounding environment,1-s2.0-S0924224421006634,"Background Meat packaging and intelligent evaluation and monitoring of key parameters not only are important technologies to ensure meat quality and safety but also form the key foundation for optimizing packaging materials and improving the efficiency of cold chain operations. In recent years, numerous studies have focused on comprehensive (or multi-functional) packaging materials, multiple parameter evaluation methods, quality intelligent monitoring technology, and optimization of the control of various links in cold chain logistics (CCL). Such research has significant practical application value for extending meat shelf-life and reducing the risk of foodborne diseases. Scope and approach This paper reviews the current research status, existing problems, and future evolution of CCL by focusing on meat packaging, meat quality evaluation and monitoring, and meat quality prediction and control. We also elaborate in detail the challenges faced in researching these topics and discuss the focal points of future research aiming to improve the quality and efficiency of CCL. Key findings and conclusions Packaging material optimization and dynamic quality perception are vital for achieving meat quality and safety over the entire CCL and demand the digital and intelligent development of the meat cold chain. A key finding of this review is that the comprehensive (or composite) packaging and intelligent quality assessment and monitoring are important forces promoting the transformation of traditional meat CCL to smart, green, and efficient CLL involving the intelligent management and control of all links therein.",false,2022-01-31,,Journal,https://api.elsevier.com/content/article/pii/S0924224421006634,"[{'@_fa': 'true', '$': 'Ren, Qing-Shan'}, {'@_fa': 'true', '$': 'Fang, Kui'}, {'@_fa': 'true', '$': 'Yang, Xin-Ting'}, {'@_fa': 'true', '$': 'Han, Jia-Wei'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0924224421006634'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0924224421006634'}]",,application/json,,S0924-2244(21)00663-4,Elsevier Ltd.,Ensuring the quality of meat in cold chain logistics: A comprehensive review,© 2021 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Meat'}, {'@_fa': 'true', '$': 'Cold chain logistics'}, {'@_fa': 'true', '$': 'Packaging'}, {'@_fa': 'true', '$': 'Quality perception'}, {'@_fa': 'true', '$': 'Intelligent development'}]",false,Trends in Food Science & Technology,,133-151,151,rev,January 2022,10.1016/j.tifs.2021.12.006,133,doi:10.1016/j.tifs.2021.12.006,,09242244,119,,,,,
../full_texts/10.1016/j.procir.2021.05.141/10.1016_j.procir.2021.05.141.json,unkonwn,"digital twin is described as a digital version (a conglomerate of data, information, models, methods, tools, and techniques) of a physical asset that represents and simulates its past and current behaviour",1-s2.0-S2212827121006168,"The current technology push towards Industry 4.0 has provoked companies to gather exponential larger amounts of data. The sheer amount of data, as well as the implicit and explicit interrelations have increased the organisational complexity. As a result, companies lose control, have difficulties in reaching decisions, while unknowingly creating information and knowledge gaps – irrespective of the abundance of data available. Digital twinning technology can be instrumental to this problem. The technology allows for reasoning from the information content, bringing together the current situation and the expected course of process, while simultaneously aiming to predict future possibilities based on the information content. To achieve an effective and efficient implementation of digital twinning technology a purpose-driven approach is proposed. An approach towards defining the purpose can be facilitated by following the 3P characterisation: Purpose, Perspective and Priority. The incorporation of the 3P characterisation will lead information provision that is derived from the defined purpose. This can also be called purpose-driven information management. In this paper two projects are explained that will be used as use-cases to evaluate and validate the theory of purpose-driven information management and the 3P characterisation.",false,2021-12-31,http://creativecommons.org/licenses/by-nc-nd/4.0/,Journal,https://api.elsevier.com/content/article/pii/S2212827121006168,"[{'@_fa': 'true', '$': 'Slot, Maaike'}, {'@_fa': 'true', '$': 'Lutters, Eric'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212827121006168'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212827121006168'}]",,application/json,Full,S2212-8271(21)00616-8,The Author(s). Published by Elsevier B.V.,Digital twinning for purpose-driven information management in production,© 2021 The Author(s). Published by Elsevier B.V.,1,,"[{'@_fa': 'true', '$': 'Digital twinning'}, {'@_fa': 'true', '$': 'Decision making'}, {'@_fa': 'true', '$': 'Purpose driven information management'}]",true,Procedia CIRP,ElsevierWaived,666-671,671,fla,2021,10.1016/j.procir.2021.05.141,666,doi:10.1016/j.procir.2021.05.141,,22128271,100,,,31st CIRP Design Conference 2021 (CIRP Design 2021),,
../full_texts/10.1016/j.ifacol.2019.10.021/10.1016_j.ifacol.2019.10.021.json,unkonwn,digital twin is a virtual representation of a production system that can be used in different simulation disciplines,1-s2.0-S2405896319308766,"In order to increase the level of global competitiveness and improve the performance of production system, a large number of manufacturing companies have implemented world class manufacturing (WCM) approach, which has developed based on the third industrial revolution and the need for mass production. The evolution in production equipment and communication technologies, and the demand of markets for personalized mass production, have forced manufacturing companies to transform their production systems and prepare for a revolution. This revolution, known as Industry 4.0 (I4.0), or the digital transformation, has been introduced as a new type of organization of manufacturing systems that is more flexible and agile, and is based on using large amounts of information and data in the decision-making process. One of the main characteristics of this concept is decentralization, which allows different subsystems to make decisions autonomously in order to have self-organization systems. There are some important differences between the principles of WCM and I4.0. World class manufacturing is mainly based on continuous improvement and cost reduction, without a global vision for profit optimization. Industry 4.0 is mainly based on using all accessible information and data of systems and making decentralized decisions, but it also involves a global vision and a systemic approach to global profit optimization. However, achieving these objectives takes a very long time, and the challenges are numerous. As with all projects, for a transformation project to succeed, it is very important to define the transition phase and the way to change and introduce these new principles. This paper presents part of our research project, in collaboration with the Fiat Powertrain Technologies company, concerning the transformation of their production system toward the factory of the future. We highlight the design principles of I4.0 and the potential of the WCM system for transformation and achieving development of the characteristics of I4.0. We focus on five of the principal technical pillars of WCM and the steps in their development, and present some modifications in adoption of the design principles of I4.0. An example of change in the professional maintenance pillar of WCM is also presented.",false,2019-12-31,,Journal,https://api.elsevier.com/content/article/pii/S2405896319308766,"[{'@_fa': 'true', '$': 'Ebrahimi, Mojtaba'}, {'@_fa': 'true', '$': 'Baboli, Armand'}, {'@_fa': 'true', '$': 'Rother, Eva'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405896319308766'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405896319308766'}]",,application/json,,S2405-8963(19)30876-6,", IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd.",The evolution of world class manufacturing toward Industry 4.0: A case study in the automotive industry,"© 2019, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd.",0,,"[{'@_fa': 'true', '$': 'World Class Manufacturing'}, {'@_fa': 'true', '$': 'Lean'}, {'@_fa': 'true', '$': 'Industry 4.0'}, {'@_fa': 'true', '$': 'Technical Pillars of WCM'}, {'@_fa': 'true', '$': 'Design Principles of Industry 4.0'}]",false,IFAC-PapersOnLine,,188-194,194,fla,2019,10.1016/j.ifacol.2019.10.021,188,doi:10.1016/j.ifacol.2019.10.021,,24058963,52,10,10,"13th IFAC Workshop on Intelligent Manufacturing Systems IMS 2019- Oshawa, Canada, 12–14 August 2019",,
../full_texts/10.1016/j.engappai.2023.106086/10.1016_j.engappai.2023.106086.json,unkonwn,digital twin is a virtual model of a physical system that functions virtually but is the same as a physical model,1-s2.0-S0952197623002701,"Automation is beneficial when implemented in challenging environments requiring less human effort or reducing human effort. Employee safety is a concern to increase productivity, delivery and achieve the required quality. The present research investigates the possibility of installing an automation procedure in an anodizing industry called GOLDEN ANODIZER, which is situated in Coimbatore, India. During the preliminary analysis at the specified industry premises, there was a reduction in productivity, quality and customer delivery due to manual operations, including some health issues were identified. And hence the present investigation analyses the possibility of installation of an automation system for the anodizing process. For such reason, the digital twin of an automation system is first designed, developed and tested using Siemens NX software. The anodizing factors such as Anodizing medium temperature (K), Acid Concentration (wt%), applied voltage (V) and Responses Surface Finish (Ra), Film Thickness (tf) and Time Duration (T) were optimized for improved productivity and quality. Prediction results and RMSE analysis show that the proposed hybrid PSO-LFA algorithm has outperformed all modern algorithms. The proposed algorithm optimized the anodizing parameters and suggested 3650.7 s as a new cycle time. Also, the improved cycle time can boost the plant outcome by 182% and reduce the manpower by 46% through the proposed Automation system.",false,2023-06-30,,Journal,https://api.elsevier.com/content/article/pii/S0952197623002701,"[{'@_fa': 'true', '$': 'P., Vinodh Kumar'}, {'@_fa': 'true', '$': 'V., Manikandan'}, {'@_fa': 'true', '$': 'G., Manavaalan'}, {'@_fa': 'true', '$': 'S., Elango'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0952197623002701'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0952197623002701'}]",,application/json,,S0952-1976(23)00270-1,Elsevier Ltd.,Developing digital twin design for enhanced productivity of an automated anodizing industry and process prediction using hybrid deep neural network,© 2023 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Automatic Aluminium anodizing'}, {'@_fa': 'true', '$': 'Digital Twin'}, {'@_fa': 'true', '$': 'Siemens NX'}, {'@_fa': 'true', '$': 'Optimization'}, {'@_fa': 'true', '$': 'Hybrid algorithm and Response surface methodology'}]",false,Engineering Applications of Artificial Intelligence,,106086,,fla,June 2023,10.1016/j.engappai.2023.106086,106086,doi:10.1016/j.engappai.2023.106086,,09521976,122,,,,106086,
../full_texts/10.1016/B978-0-323-91300-3.00001-2/10.1016_B978-0-323-91300-3.00001-2.json,unkonwn,"digital twins is a design method oriented to large-scale individual needs of customers, which can realize the submission of unique single-piece instance products to users",3-s2.0-B9780323913003000012,"With the diversification of customer needs, companies are paying more attention to custom designs for production lines. The digital twin provides an innovative way for the implementation of custom designs for production lines. By establishing a virtual production line corresponding to the physical production line, a digital twin aims at realizing virtual-real synchronization and iterative optimization and finally improving overall design efficiency. Section 3.1 analyzes the research progress of digital twin-driven production line custom design. Section 3.2 describes the corresponding system framework in detail, including connotation, basic components, key technologies, and theories. Section 3.3 focuses on the development methods. Through two project examples, Section 3.4 illustrates the effectiveness of the aforementioned theories and practices. Section 3.5 summarizes this chapter.",false,2022-12-31,,EBook,https://api.elsevier.com/content/article/pii/B9780323913003000012,"[{'@_fa': 'true', '$': 'Li, Hao'}, {'@_fa': 'true', '$': 'Wang, Haoqi'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780323913003000012'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780323913003000012'}]",9780323913003,application/json,,B978-0-323-91300-3.00001-2,Elsevier Inc.,Chapter 3 Digital twin-driven production line custom design service,Copyright © 2022 Elsevier Inc. All rights reserved.,0,urn:isbn:978-0-323-91300-3,"[{'@_fa': 'true', '$': 'Customized design'}, {'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Individual needs'}, {'@_fa': 'true', '$': 'Production line design'}]",false,Digital Twin Driven Service,,59-88,88,chp,2022,10.1016/B978-0-323-91300-3.00001-2,59,doi:10.1016/B978-0-323-91300-3.00001-2,,,,,,,,
